customer_id,tenure_months,monthly_logins,avg_session_time,usage_growth_rate,support_tickets,csat_score,nps_score,payment_failures,contract_type,customer_segment,weekly_active_days,features_used,avg_resolution_time,escalations,last_login_days_ago,total_revenue,price_increase_last_3m,email_open_rate,marketing_click_rate,churn
CUST_001897,17,22,8.86,0.0449,2,7.6,23.1,1,Monthly,Enterprise,7,6,15.68,0,3.8,13881.39,0,0.7455,0.3492,0
CUST_001898,3,33,14.17,-0.0405,1,8.7,37.1,1,Annual,SMB,4,7,15.4,1,0.0,18291.64,0,0.8234,0.24,0
CUST_001899,7,16,9.36,0.2315,3,9.1,8.1,1,Monthly,SMB,6,11,38.19,1,10.3,26501.26,0,0.4843,0.2429,1
CUST_001900,27,21,48.0,0.0645,0,8.0,31.8,2,Multi-year,Mid-Market,4,5,17.88,0,6.9,34643.69,0,0.5588,0.0581,0
CUST_001901,14,36,24.81,0.6972,0,9.7,57.8,1,Annual,SMB,7,6,9.58,0,13.0,4423.29,0,0.5872,0.0855,0
CUST_001902,1,22,20.68,0.1019,5,4.8,44.4,0,Monthly,SMB,3,5,23.44,1,0.0,56312.66,0,0.8874,0.0949,0
CUST_001903,25,25,10.57,-0.6366,2,5.9,41.1,0,Annual,Enterprise,6,11,34.69,0,0.0,16047.5,0,0.5601,0.274,0
CUST_001904,1,26,46.7,-0.228,1,7.2,77.3,0,Monthly,Mid-Market,7,7,17.85,0,17.6,12822.35,0,0.7925,0.334,0
CUST_001905,24,27,6.69,0.183,2,8.2,46.7,0,Multi-year,SMB,7,7,20.4,0,0.0,89377.85,1,0.3838,0.1283,0
CUST_001906,4,15,14.08,-0.1108,5,7.5,16.9,1,Monthly,Enterprise,1,8,28.84,1,2.3,69927.61,0,0.492,0.2722,0
CUST_001907,57,33,18.13,-0.0953,1,8.5,38.7,0,Multi-year,SMB,0,13,23.68,2,15.3,8925.79,0,0.2381,0.1312,1
CUST_001908,8,28,5.99,-0.2598,0,7.8,38.3,0,Multi-year,Mid-Market,4,5,8.59,0,0.0,8705.09,0,0.6453,0.356,0
CUST_001909,7,24,18.04,-0.0692,6,6.7,11.2,0,Monthly,Enterprise,6,4,46.01,1,8.0,136158.07,1,0.2754,0.0668,0
CUST_001910,2,23,10.51,0.0985,3,9.5,29.9,0,Monthly,Mid-Market,4,7,20.95,1,4.3,17736.78,1,0.5923,0.282,0
CUST_001911,6,23,38.37,0.1465,0,8.2,37.8,3,Annual,SMB,5,10,9.31,0,6.2,9861.66,0,0.6241,0.0817,0
CUST_001912,37,22,8.42,-0.205,2,7.4,48.8,1,Monthly,Mid-Market,4,14,28.09,1,0.0,10670.26,0,0.8191,0.3956,0
CUST_001913,100,33,30.63,0.2514,4,7.0,50.1,1,Annual,Mid-Market,7,13,18.85,2,0.0,69946.35,0,0.8667,0.395,0
CUST_001914,8,22,18.31,-0.2478,1,6.2,10.3,0,Monthly,Mid-Market,7,10,22.72,0,34.1,10735.7,0,0.5586,0.281,0
CUST_001915,10,23,30.15,0.1595,1,8.5,40.9,0,Annual,SMB,4,10,34.69,2,0.0,2569.86,1,0.7932,0.1357,0
CUST_001916,23,31,16.04,0.1343,2,5.5,35.7,0,Monthly,Mid-Market,2,7,15.6,0,0.0,48444.73,0,0.3753,0.0948,0
CUST_001917,39,29,10.66,-0.1836,1,4.6,54.1,0,Monthly,SMB,2,7,10.63,1,10.7,8788.46,0,0.6269,0.1344,1
CUST_001918,16,22,42.46,-0.2133,2,9.8,20.4,0,Monthly,Mid-Market,4,14,30.05,2,0.1,11406.21,0,0.5577,0.1804,0
CUST_001919,8,28,41.67,0.1456,2,9.4,25.7,1,Monthly,SMB,7,6,16.35,1,10.9,5936.58,1,0.6949,0.0853,0
CUST_001920,9,24,26.48,-0.09,1,8.0,37.9,0,Annual,SMB,5,6,11.82,0,0.0,3349.3,0,0.5681,0.0785,0
CUST_001921,21,24,24.2,0.0024,1,7.9,38.5,1,Monthly,SMB,6,11,13.77,2,7.4,12097.06,0,0.6937,0.3975,0
CUST_001922,1,16,20.27,0.2218,1,7.0,45.9,0,Multi-year,Mid-Market,7,4,25.95,0,0.0,17351.8,0,0.5028,0.3007,0
CUST_001923,17,27,24.85,0.1698,1,6.7,52.7,2,Annual,SMB,7,11,12.73,1,1.0,23820.27,1,0.5838,0.1038,0
CUST_001924,7,22,58.53,-0.179,1,4.6,29.1,0,Monthly,SMB,4,10,12.72,0,0.4,10506.61,0,0.7161,0.4048,0
CUST_001925,28,24,7.87,0.0366,2,5.6,14.9,0,Monthly,Mid-Market,2,5,18.06,1,11.2,31526.2,0,0.3477,0.132,1
CUST_001926,1,29,16.78,-0.1837,3,5.6,12.0,1,Monthly,SMB,2,5,15.18,1,18.1,59989.29,0,0.4519,0.1766,1
CUST_001927,15,30,12.44,0.2675,3,7.1,54.0,2,Annual,Mid-Market,4,6,41.51,0,2.0,12465.68,1,0.4106,0.2076,0
CUST_001928,11,24,18.24,0.4341,1,10.0,15.3,0,Annual,Enterprise,6,4,14.71,0,17.5,8031.63,0,0.129,0.0455,0
CUST_001929,18,26,7.01,-0.1613,1,5.0,51.0,0,Multi-year,SMB,7,6,22.08,0,0.0,29045.54,0,0.3719,0.1545,0
CUST_001930,1,27,8.29,0.0422,1,8.3,-4.7,0,Annual,Enterprise,5,13,5.42,1,0.0,5973.86,0,0.6694,0.3516,0
CUST_001931,15,29,8.46,0.2794,1,8.4,44.3,0,Annual,Mid-Market,5,11,14.15,0,0.0,121039.69,0,0.4309,0.1545,0
CUST_001932,14,27,24.47,0.0561,1,4.8,31.0,0,Monthly,Mid-Market,7,8,11.36,0,4.0,44476.58,0,0.5114,0.259,0
CUST_001933,14,26,17.08,0.1904,5,4.6,39.3,0,Annual,Mid-Market,5,6,28.84,2,15.6,27706.67,0,0.2707,0.0271,1
CUST_001934,16,29,5.45,0.0629,1,7.7,28.8,0,Annual,SMB,7,8,17.45,0,2.6,9809.58,0,0.8473,0.4749,0
CUST_001935,20,21,5.55,-0.2142,3,7.5,27.0,0,Multi-year,Mid-Market,7,9,16.95,0,5.7,15377.83,0,0.3168,0.146,0
CUST_001936,29,37,4.78,0.0797,0,9.4,38.7,1,Annual,SMB,6,10,17.07,1,0.0,9936.55,0,0.7894,0.1577,0
CUST_001937,5,25,14.64,0.3318,3,7.8,8.7,0,Annual,Mid-Market,4,9,16.69,0,0.0,25550.47,0,0.8233,0.4423,0
CUST_001938,31,32,16.76,0.1286,3,5.3,31.6,1,Monthly,Mid-Market,3,9,18.03,1,1.2,9130.16,0,0.3571,0.1544,0
CUST_001939,12,20,16.44,0.4559,3,7.1,30.1,0,Annual,Mid-Market,7,13,19.33,2,1.0,68403.3,1,0.7637,0.1863,0
CUST_001940,1,20,9.91,-0.3929,2,6.1,61.0,0,Monthly,Mid-Market,5,8,30.92,0,2.0,6976.51,0,0.56,0.232,0
CUST_001941,1,24,13.03,0.1448,3,4.0,45.0,0,Annual,Mid-Market,6,6,20.98,0,0.0,2939.54,0,0.2352,0.1402,0
CUST_001942,7,19,15.01,-0.112,2,8.3,45.4,1,Annual,Mid-Market,7,2,13.55,0,3.7,42784.97,1,0.7714,0.3343,0
CUST_001943,27,29,17.78,-0.1689,4,7.8,31.3,0,Monthly,Mid-Market,1,9,28.64,3,10.5,35270.45,1,0.4147,0.1782,1
CUST_001944,22,20,21.3,0.3836,1,7.1,48.0,0,Monthly,SMB,5,10,15.42,1,8.3,17724.71,1,0.5689,0.0603,0
CUST_001945,27,18,32.53,-0.0138,1,9.9,4.3,0,Annual,Enterprise,4,11,5.32,1,3.5,14589.66,0,0.3148,0.127,0
CUST_001946,13,29,9.79,-0.0379,1,5.5,49.4,0,Annual,SMB,6,9,8.78,0,37.4,21182.25,0,0.8257,0.2331,0
CUST_001947,10,27,27.0,0.1359,1,8.9,18.5,0,Multi-year,Mid-Market,6,8,26.31,1,2.2,28566.97,1,0.747,0.216,0
CUST_001948,2,26,10.61,-0.4881,4,5.8,4.1,0,Monthly,Mid-Market,4,8,41.93,3,8.5,29950.44,0,0.5292,0.3143,1
CUST_001949,7,20,23.99,0.3887,2,7.9,28.9,0,Monthly,SMB,3,11,19.97,0,0.0,10572.73,0,0.6933,0.3866,0
CUST_001950,10,28,17.53,0.5261,2,8.6,41.3,0,Multi-year,SMB,4,10,7.36,0,0.0,110688.61,1,0.4901,0.2426,0
CUST_001951,1,21,57.87,0.2788,1,6.1,81.8,0,Annual,Mid-Market,7,11,19.38,0,0.0,7825.27,0,0.8459,0.2798,0
CUST_001952,4,21,20.03,0.153,0,6.6,-1.4,0,Monthly,Mid-Market,7,8,8.61,0,14.4,5007.83,1,0.7831,0.1904,0
CUST_001953,16,35,28.56,-0.0041,3,7.6,18.4,0,Multi-year,SMB,4,12,24.99,0,1.7,23724.59,1,0.7037,0.1807,0
CUST_001954,23,29,2.49,-0.2188,4,5.3,29.4,0,Monthly,SMB,7,8,25.6,1,7.4,7399.31,0,0.6322,0.328,0
CUST_001955,115,36,34.94,0.3485,3,8.0,18.8,0,Annual,SMB,6,13,12.35,0,0.8,64199.4,0,0.3676,0.0507,0
CUST_001956,48,36,11.92,0.2791,2,7.3,77.6,1,Annual,Mid-Market,7,10,16.75,0,8.2,76258.56,0,0.6882,0.0817,0
CUST_001957,18,18,16.37,0.1625,4,7.4,36.4,0,Monthly,Mid-Market,2,12,35.6,1,4.2,36987.61,1,0.7177,0.2065,0
CUST_001958,9,19,13.17,0.1334,2,6.1,27.5,1,Annual,SMB,4,7,34.17,1,0.0,23388.49,1,0.7252,0.0861,0
CUST_001959,18,20,8.0,0.1251,1,6.1,10.6,0,Monthly,Enterprise,6,8,15.02,0,0.0,4794.61,1,0.9101,0.3195,0
CUST_001960,27,29,44.52,-0.0815,2,5.1,20.1,1,Monthly,Mid-Market,4,9,9.7,1,0.0,38548.68,0,0.7993,0.4704,0
CUST_001961,2,23,32.88,0.6753,2,7.6,44.2,1,Multi-year,Mid-Market,5,12,30.52,0,3.8,4959.53,1,0.7704,0.3523,0
CUST_001962,9,20,8.7,-0.0214,1,5.5,22.3,1,Annual,Mid-Market,4,8,20.52,1,22.1,10098.5,1,0.596,0.1334,1
CUST_001963,32,22,9.34,-0.0567,1,6.9,45.4,0,Multi-year,Mid-Market,3,10,12.99,0,12.5,4313.34,1,0.3758,0.1817,0
CUST_001964,8,24,23.57,0.3302,4,8.1,36.8,0,Annual,Enterprise,7,6,19.17,1,8.4,7199.36,0,0.7213,0.1773,0
CUST_001965,15,30,29.54,0.0427,0,10.0,41.5,2,Annual,Mid-Market,6,6,13.62,0,0.0,20489.41,0,0.575,0.2631,0
CUST_001966,15,23,17.26,0.0453,3,7.6,39.4,0,Monthly,SMB,4,6,17.26,0,6.4,17241.99,0,0.6102,0.1833,0
CUST_001967,3,28,10.07,0.4036,5,6.9,38.9,0,Annual,SMB,4,12,26.82,3,10.8,15462.05,1,0.3553,0.0454,1
CUST_001968,8,20,14.93,0.2197,3,5.0,27.4,0,Monthly,Mid-Market,6,11,24.74,0,10.6,2526.61,0,0.6636,0.1879,0
CUST_001969,7,24,4.35,0.2324,2,6.5,26.7,0,Annual,Enterprise,7,5,13.0,1,8.6,24189.87,0,0.7802,0.1757,0
CUST_001970,1,20,5.33,-0.3044,3,6.4,26.9,1,Annual,Mid-Market,5,5,45.41,1,16.4,61389.72,1,0.7837,0.4103,1
CUST_001971,1,29,30.39,0.1501,3,7.6,3.7,0,Monthly,Enterprise,2,3,22.53,0,13.0,6007.29,0,0.6156,0.1021,0
CUST_001972,32,22,12.84,-0.2014,2,6.7,53.4,1,Multi-year,Mid-Market,4,13,19.69,2,2.2,13709.51,0,0.3148,0.1873,0
CUST_001973,5,26,15.79,-0.0637,5,9.9,-2.7,0,Monthly,SMB,6,4,42.86,2,0.0,3860.66,0,0.3547,0.0564,0
CUST_001974,13,25,20.5,0.0939,2,8.0,-2.6,1,Monthly,SMB,2,14,25.24,1,15.7,19306.84,0,0.2595,0.077,1
CUST_001975,6,22,15.75,0.0409,2,8.3,62.9,0,Annual,SMB,7,12,10.7,1,0.0,88917.56,1,0.5873,0.2776,0
CUST_001976,50,29,22.84,0.2136,2,8.0,49.3,0,Annual,SMB,5,7,27.06,0,5.7,15151.91,0,0.8177,0.0943,0
CUST_001977,5,30,29.95,0.2427,1,5.9,30.7,0,Annual,Mid-Market,7,5,36.86,1,10.3,23485.13,0,0.7509,0.0953,0
CUST_001978,10,29,10.08,0.2614,4,6.1,54.0,0,Annual,Mid-Market,3,9,17.85,1,3.3,18306.68,0,0.7255,0.0727,0
CUST_001979,37,29,32.56,-0.2861,0,6.8,26.3,0,Multi-year,SMB,4,9,5.03,0,0.4,29712.37,0,0.8678,0.3328,0
CUST_001980,33,31,21.45,0.6407,5,8.5,44.5,0,Monthly,Mid-Market,5,9,26.82,2,16.6,7739.67,1,0.4285,0.0558,0
CUST_001981,3,21,24.07,0.0439,2,8.7,25.6,0,Annual,SMB,4,6,16.77,0,7.8,9489.81,1,0.3218,0.0841,0
CUST_001982,29,27,30.9,0.3532,3,7.5,38.9,0,Annual,SMB,5,7,18.85,0,0.3,7087.25,0,0.4823,0.1608,0
CUST_001983,11,23,18.56,-0.5786,1,7.7,33.9,0,Annual,Mid-Market,4,8,13.32,0,2.1,7610.86,0,0.3425,0.1823,0
CUST_001984,11,23,66.88,-0.0163,2,8.2,2.7,2,Annual,SMB,5,8,13.63,1,5.4,15078.21,0,0.7243,0.0947,0
CUST_001985,2,24,6.96,-0.3152,3,4.8,17.1,2,Annual,SMB,7,8,21.89,2,12.5,25721.48,0,0.611,0.2484,1
CUST_001986,1,19,29.95,-0.1653,3,7.3,22.2,0,Monthly,Mid-Market,3,10,31.12,1,12.8,7375.81,0,0.4405,0.1739,1
CUST_001987,23,21,12.05,0.0626,2,5.0,35.7,0,Annual,SMB,7,9,21.48,0,11.0,19626.55,0,0.7355,0.3634,0
CUST_001988,12,35,21.26,-0.0337,3,6.7,29.5,0,Monthly,Enterprise,7,11,29.59,0,0.0,27056.29,0,0.5121,0.2012,0
CUST_001989,10,30,15.79,0.3785,2,8.6,-0.1,0,Monthly,SMB,3,11,12.18,0,30.0,14746.9,0,0.8236,0.4711,0
CUST_001990,23,25,15.78,0.4922,0,6.1,20.2,0,Annual,SMB,4,9,16.72,1,0.0,46217.45,1,0.6709,0.129,0
CUST_001991,26,25,15.09,-0.1917,1,9.3,55.9,2,Annual,Enterprise,7,11,14.13,0,6.0,18211.56,0,0.7241,0.1545,0
CUST_001992,3,23,23.94,-0.0719,1,8.5,27.7,0,Annual,SMB,4,10,25.24,0,1.5,3708.46,0,0.4497,0.1972,0
CUST_001993,16,23,9.04,-0.2078,5,6.8,0.0,1,Annual,Mid-Market,7,10,18.59,1,0.0,36435.29,0,0.645,0.2749,0
CUST_001994,2,33,10.53,0.339,3,7.0,47.4,0,Annual,SMB,7,7,15.34,0,6.3,6241.55,1,0.5285,0.2829,0
CUST_001995,25,22,8.91,0.0898,1,5.9,29.3,0,Monthly,Mid-Market,6,5,8.21,0,9.2,44220.7,1,0.762,0.165,0
CUST_001996,19,32,42.19,0.0581,3,5.3,45.3,1,Annual,Mid-Market,7,8,25.29,0,4.8,42008.2,0,0.4762,0.1698,0
CUST_001997,56,29,30.41,0.1281,2,5.9,18.5,0,Multi-year,Enterprise,4,10,41.18,0,13.4,10888.73,0,0.7278,0.0958,0
CUST_001998,1,24,10.88,-0.0278,3,6.2,14.2,0,Multi-year,Mid-Market,7,6,32.69,1,8.8,56345.94,0,0.2008,0.06,1
CUST_001999,1,35,22.9,-0.1641,0,8.0,19.0,0,Annual,SMB,7,6,27.0,0,0.0,69052.36,0,0.4606,0.1019,0
CUST_002000,5,17,8.11,0.0628,2,5.8,33.2,0,Annual,SMB,5,9,21.36,0,27.5,3180.73,0,0.451,0.2373,0
CUST_002001,5,21,17.45,-0.0168,2,6.6,67.6,0,Multi-year,SMB,6,8,27.86,0,1.8,9126.42,0,0.6528,0.1896,0
CUST_002002,5,32,14.18,0.1368,1,8.5,25.4,0,Monthly,Mid-Market,3,6,13.52,0,0.0,12280.07,0,0.6782,0.1219,0
CUST_002003,42,26,15.87,-0.358,3,5.0,32.6,0,Annual,Mid-Market,5,11,23.19,0,0.0,16788.12,0,0.4201,0.0488,0
CUST_002004,5,30,12.51,0.0966,1,5.4,70.1,1,Monthly,SMB,5,9,15.89,0,15.5,47891.46,0,0.5689,0.1133,0
CUST_002005,5,24,65.07,-0.1223,1,7.1,33.9,0,Monthly,SMB,4,5,50.53,0,5.4,4480.66,0,0.4748,0.2141,0
CUST_002006,25,27,27.0,0.0878,3,7.2,9.6,1,Monthly,SMB,7,13,24.05,0,0.0,14232.29,0,0.6024,0.0798,0
CUST_002007,10,26,53.86,0.2763,1,7.3,31.7,1,Monthly,Mid-Market,7,10,28.83,0,0.0,63472.37,1,0.4341,0.2283,0
CUST_002008,26,24,13.15,-0.0891,1,9.2,37.5,1,Monthly,SMB,4,6,11.69,0,0.0,14925.43,0,0.7695,0.099,0
CUST_002009,1,26,8.05,0.3492,2,5.9,12.4,0,Multi-year,Mid-Market,6,4,32.76,1,22.0,26248.09,0,0.2829,0.1265,1
CUST_002010,12,24,20.41,-0.3852,0,5.6,27.1,0,Multi-year,SMB,3,14,10.09,0,0.0,4073.03,0,0.7532,0.2029,0
CUST_002011,1,37,17.24,0.436,4,4.0,12.7,0,Annual,Mid-Market,5,6,51.97,2,33.0,56639.88,0,0.6345,0.1534,1
CUST_002012,1,27,25.76,0.3596,4,6.5,64.4,1,Annual,Mid-Market,3,5,46.29,2,23.8,52023.36,0,0.2605,0.0738,0
CUST_002013,42,30,32.72,-0.1716,1,7.9,9.4,2,Monthly,SMB,3,14,20.12,0,3.1,19424.4,1,0.5195,0.105,0
CUST_002014,2,29,3.65,-0.1696,0,8.1,23.9,0,Monthly,SMB,5,10,9.15,0,3.8,9778.57,1,0.6818,0.2472,0
CUST_002015,13,27,55.9,-0.3237,1,7.1,5.5,0,Annual,Enterprise,5,4,12.33,0,0.7,20983.0,0,0.6661,0.3564,0
CUST_002016,9,18,20.84,0.2803,3,6.5,15.1,1,Multi-year,Enterprise,2,7,29.66,1,1.1,11050.79,1,0.8414,0.4831,0
CUST_002017,7,22,25.01,-0.0326,1,7.6,28.4,1,Annual,Mid-Market,6,10,21.87,0,0.1,30466.08,0,0.1437,0.056,0
CUST_002018,41,31,43.74,-0.0509,1,7.7,44.3,1,Monthly,SMB,7,11,19.2,0,13.6,12559.84,0,0.8312,0.0947,0
CUST_002019,1,23,9.48,-0.2307,7,5.0,35.1,0,Monthly,Mid-Market,0,12,31.45,3,12.1,4033.16,0,0.4292,0.1989,1
CUST_002020,19,26,16.71,0.503,6,7.5,14.2,0,Annual,Mid-Market,4,8,29.13,3,19.4,31672.11,0,0.8118,0.1917,0
CUST_002021,59,37,10.33,-0.1932,2,8.1,38.1,1,Annual,SMB,7,11,22.61,1,5.2,9393.41,1,0.4889,0.1816,0
CUST_002022,14,33,9.04,0.056,3,4.7,-8.1,0,Annual,SMB,5,5,30.57,1,0.0,16620.94,1,0.5123,0.0521,0
CUST_002023,49,35,33.17,0.104,2,6.5,34.8,1,Annual,SMB,7,8,10.91,1,0.0,72774.5,0,0.596,0.2239,0
CUST_002024,1,26,38.99,-0.0497,2,5.6,21.2,0,Monthly,Enterprise,4,7,15.61,0,0.0,4597.14,0,0.4874,0.2181,0
CUST_002025,9,31,5.52,-0.1002,3,6.8,25.6,0,Annual,SMB,7,9,26.86,0,0.0,4587.72,0,0.2845,0.0387,0
CUST_002026,5,23,21.53,-0.0423,1,6.3,52.5,0,Annual,Mid-Market,5,5,20.39,0,2.2,12616.84,0,0.5664,0.2362,0
CUST_002027,23,34,35.0,0.1913,2,7.5,26.0,0,Monthly,SMB,4,7,17.74,1,0.0,16562.18,0,0.5233,0.1249,0
CUST_002028,71,31,33.23,-0.0368,3,5.3,41.0,1,Annual,Mid-Market,6,11,14.41,0,15.8,41704.65,0,0.8061,0.1908,0
CUST_002029,5,24,18.75,0.4564,2,7.8,-3.3,1,Monthly,Enterprise,7,5,10.86,1,0.0,69027.76,0,0.6687,0.1722,0
CUST_002030,19,25,22.11,-0.1443,3,10.0,31.8,0,Annual,Mid-Market,7,6,18.09,0,0.0,4424.26,0,0.5494,0.2456,0
CUST_002031,3,27,21.68,0.2385,3,7.5,59.2,1,Monthly,Mid-Market,7,5,36.78,0,0.0,14303.39,0,0.7076,0.1076,0
CUST_002032,14,25,21.13,-0.3891,2,9.1,23.9,1,Monthly,SMB,7,10,28.38,0,0.0,3574.42,0,0.4624,0.123,0
CUST_002033,11,26,23.86,-0.1442,4,6.6,7.4,0,Annual,SMB,6,9,34.39,1,1.3,24667.86,0,0.6637,0.1874,0
CUST_002034,64,33,17.92,-0.1541,7,4.9,34.7,0,Monthly,Mid-Market,7,11,33.76,2,7.2,10906.82,1,0.5186,0.1148,1
CUST_002035,16,27,53.15,-0.226,2,6.6,43.7,0,Monthly,SMB,2,7,14.11,0,0.0,22925.35,1,0.4694,0.1563,0
CUST_002036,7,19,9.72,0.1209,2,8.0,40.1,0,Monthly,Enterprise,3,7,45.41,1,6.6,22246.97,0,0.937,0.3531,0
CUST_002037,2,22,35.26,0.0225,2,7.1,-5.6,0,Annual,Enterprise,2,11,8.09,0,0.0,21065.59,0,0.5216,0.2912,0
CUST_002038,2,21,10.6,-0.5197,3,6.5,17.0,0,Multi-year,SMB,2,6,36.22,0,0.0,12607.81,0,0.3329,0.0813,0
CUST_002039,4,25,24.3,0.5489,2,8.3,16.9,1,Annual,SMB,7,4,33.33,1,0.0,2652.21,0,0.7095,0.2753,0
CUST_002040,5,32,10.93,0.094,8,6.1,15.5,1,Annual,Mid-Market,7,8,48.64,3,8.0,3850.06,1,0.2504,0.0659,1
CUST_002041,34,27,24.94,0.0503,3,4.6,8.7,1,Monthly,SMB,5,12,32.46,0,0.0,27570.69,0,0.3191,0.1106,0
CUST_002042,14,28,17.23,0.3775,1,8.2,44.3,0,Annual,Mid-Market,5,14,29.1,1,4.7,38109.27,0,0.9223,0.1257,0
CUST_002043,13,25,27.11,0.2972,4,7.2,33.6,0,Annual,SMB,7,11,25.28,2,24.8,3331.09,1,0.5028,0.1783,0
CUST_002044,2,30,9.97,-0.0245,1,9.0,70.0,0,Annual,SMB,6,6,9.08,0,0.0,2123.52,1,0.1366,0.0461,0
CUST_002045,35,18,11.48,-0.4381,3,7.6,39.9,0,Multi-year,Mid-Market,4,12,27.35,0,3.3,88212.71,0,0.7052,0.2761,0
CUST_002046,23,26,40.04,0.1911,0,6.6,20.0,0,Monthly,SMB,7,9,25.63,0,0.0,19900.24,0,0.7427,0.1814,0
CUST_002047,1,27,45.74,-0.1907,1,7.8,21.3,0,Annual,Enterprise,4,9,31.35,0,0.0,3370.75,0,0.4867,0.1713,0
CUST_002048,22,27,16.36,0.3598,1,7.1,54.2,1,Annual,SMB,7,8,19.7,0,31.6,5430.52,0,0.875,0.4668,0
CUST_002049,14,31,22.74,-0.144,2,7.5,-6.5,1,Annual,Enterprise,7,12,10.79,0,30.3,9373.86,0,0.7646,0.1314,0
CUST_002050,1,15,4.78,-0.063,4,8.5,5.6,0,Annual,SMB,5,13,17.89,1,4.3,5329.13,1,0.851,0.5072,0
CUST_002051,11,20,18.46,-0.2858,1,6.7,42.3,0,Annual,Mid-Market,4,8,25.47,0,0.0,7350.24,0,0.5075,0.1113,0
CUST_002052,11,21,13.35,-0.2656,1,6.9,45.9,1,Multi-year,Enterprise,5,10,26.36,4,13.7,18030.78,0,0.5113,0.1194,1
CUST_002053,3,23,50.66,0.0227,3,3.5,27.6,1,Multi-year,SMB,4,7,13.26,0,9.2,12532.94,0,0.6493,0.3796,0
CUST_002054,52,40,14.91,-0.0006,3,9.5,23.1,0,Monthly,SMB,5,13,11.75,0,0.0,23999.51,0,0.7398,0.1988,0
CUST_002055,34,27,52.71,-0.069,5,6.7,15.8,1,Annual,SMB,3,11,50.57,2,4.8,28081.26,0,0.6226,0.1857,0
CUST_002056,19,34,12.93,0.5633,3,6.1,16.3,0,Annual,SMB,4,5,24.6,0,5.2,9057.69,0,0.5027,0.2158,0
CUST_002057,11,17,25.6,0.2009,1,8.8,29.1,0,Annual,SMB,2,5,12.61,0,1.7,54424.28,1,0.3659,0.1257,0
CUST_002058,9,23,46.33,0.0526,2,9.1,64.0,0,Monthly,Mid-Market,4,8,20.96,0,4.3,23718.12,0,0.5592,0.1769,0
CUST_002059,18,24,16.58,-0.6393,3,4.7,-14.7,0,Monthly,Mid-Market,7,5,28.41,2,9.3,19687.94,1,0.6007,0.1979,1
CUST_002060,14,43,44.97,0.2564,0,6.6,17.1,1,Monthly,SMB,4,7,32.97,0,0.0,9151.54,1,0.527,0.2352,0
CUST_002061,1,36,29.53,0.7986,3,7.5,59.9,0,Multi-year,SMB,7,5,24.85,0,0.0,22200.52,0,0.7634,0.3745,0
CUST_002062,12,20,18.4,0.003,3,5.4,46.2,1,Multi-year,SMB,7,1,18.95,0,6.1,22634.05,0,0.5296,0.0779,0
CUST_002063,29,28,24.27,-0.1526,0,6.6,10.4,0,Monthly,Mid-Market,5,5,12.61,0,0.2,26340.05,0,0.5633,0.1468,0
CUST_002064,11,30,39.51,0.0908,2,5.3,27.4,1,Multi-year,SMB,5,8,11.02,0,17.7,29866.11,0,0.8887,0.1268,0
CUST_002065,1,37,22.06,-0.3079,0,7.5,49.2,0,Multi-year,Mid-Market,7,4,19.06,0,0.0,20817.93,0,0.6357,0.3788,0
CUST_002066,27,33,7.6,0.1655,3,5.6,47.7,0,Annual,SMB,4,6,30.99,2,8.4,18224.03,1,0.1617,0.0785,1
CUST_002067,4,24,29.75,0.4251,3,10.0,11.3,0,Monthly,Mid-Market,4,2,56.4,0,0.0,39632.86,0,0.8582,0.3145,0
CUST_002068,5,26,30.51,-0.1177,3,9.6,16.2,0,Monthly,Mid-Market,3,5,23.82,1,0.0,4987.56,0,0.7065,0.3107,0
CUST_002069,3,36,21.67,-0.1097,4,5.2,8.9,0,Monthly,Enterprise,7,11,40.95,1,0.0,45023.91,0,0.8372,0.1656,0
CUST_002070,7,26,12.48,0.0301,3,4.4,24.3,0,Monthly,SMB,7,9,19.47,0,0.0,15571.72,0,0.6359,0.3477,0
CUST_002071,25,14,29.71,-0.0753,1,5.1,41.2,0,Multi-year,Mid-Market,3,10,26.66,0,12.0,6750.13,0,0.5662,0.0837,0
CUST_002072,13,21,7.95,-0.3281,1,6.6,55.6,0,Monthly,Mid-Market,7,3,50.78,0,5.3,55208.98,0,0.3264,0.1822,0
CUST_002073,4,22,22.8,-0.0463,2,7.5,6.0,0,Annual,Mid-Market,4,12,9.12,0,0.0,15339.25,0,0.518,0.2164,0
CUST_002074,37,27,23.76,-0.0968,3,5.0,47.2,1,Annual,SMB,3,7,23.56,1,18.1,22219.78,0,0.5556,0.288,1
CUST_002075,38,28,20.16,0.3916,3,6.6,32.3,0,Annual,Mid-Market,3,11,59.33,0,1.8,13454.35,0,0.3339,0.0734,0
CUST_002076,36,30,36.41,0.3388,2,6.8,26.6,1,Monthly,SMB,5,7,24.14,1,15.6,28424.61,0,0.1212,0.0516,1
CUST_002077,4,24,13.77,0.3993,0,5.7,78.8,0,Annual,Mid-Market,5,13,38.45,0,16.4,30263.45,1,0.3925,0.1589,0
CUST_002078,10,25,9.54,0.2504,0,9.6,65.6,0,Monthly,SMB,6,10,7.8,0,0.0,8920.65,0,0.7552,0.0951,0
CUST_002079,75,27,13.89,0.1014,2,7.7,-1.7,0,Multi-year,SMB,6,13,38.29,0,13.6,9677.29,1,0.7165,0.078,0
